,SPY,AGG,QQQ,GLD,VNQ,VWO,TLT,LQD
2020-01-18,0.01409840370702014,0.004859406846724781,0.00828912876641126,0.011241036937332334,0.0012927479779730063,0.009552063109233217,0.008101980685033877,0.0011036770528278146
2020-01-19,-0.00013802820983160348,-0.007478906552239039,-0.0003377858589823441,0.00199756824062124,-0.010171653837677768,0.0021438978961365656,-0.010349719518894426,-0.0063236480497657135
2020-01-20,0.009357749567943855,-0.0006495721016171246,0.012588356716200802,0.013353681803749486,0.0040300249585571365,0.0035604164417588134,0.000457689794332678,-0.0019835533794755823
2020-01-21,0.012473550232608656,-0.0011716271459189767,0.022312021173013546,0.008460081973920543,0.000858746978143873,0.005451959136603232,0.0026384486790486986,0.0072637621361955505
2020-01-22,0.0019141011028359794,-0.0020847883031137535,-0.004547022501627592,0.006363127789120286,0.0024219048728319533,0.011636938727736164,-0.0009415705380611664,0.0011960370062494082
2020-01-23,-8.046701919053433e-05,-0.005806776265495718,0.011633027841827261,-0.012353703045796523,0.011534877886742661,-0.012896330072054428,-0.005285840608631501,-0.007882316441871023
2020-01-24,-0.0011748330382470064,-0.0011178440868134557,0.011749530983580316,-0.004998764232159408,-0.0017391375807733714,0.0025832640485434293,0.004944499234862533,-0.0014956542263074228
2020-01-25,-0.002964948770615689,0.006675575540483897,-0.011496512985447483,-0.0004593232477332309,0.004055580278321093,0.0019398544078794346,0.00548933430675682,0.004070254964938978
2020-01-26,-0.004398940511740531,0.0014455176205769875,0.0034369666827388737,-0.012656362186548049,-0.0026391691109541697,-0.008775086707976758,0.0059021677239066705,0.003531710192096278
2020-01-27,0.006726277658231337,-0.010862055102518081,0.022441003683349548,-0.017023007860143505,-0.013743699557142932,-0.026592538224313914,-0.013223094619940529,-0.01023249386945804
2020-01-28,-0.0032556797632837093,0.0017569990763643595,0.013474296923124584,0.012987287638958988,0.013323134257650984,0.008336166831063124,-0.0060131982492016185,0.0002192620594291773
2020-01-29,0.010793564068026368,-0.0016283961623861757,0.012623733744864732,-0.001546339096080154,-0.006531289789377896,0.007072420988773931,-0.00029022391982108496,-0.0034181248543531232
2020-01-30,0.0027003154756206037,0.008788672809089586,-0.0011392607587931021,-0.006333187307235419,0.00034972325780895195,-0.003721762850269264,0.01878074218415565,0.008655509002497395
2020-01-31,0.006968622202888693,0.0054308043014608945,0.010649629232092615,-0.004117131331001554,0.011272163800418525,0.009240045994338468,0.00682364960717602,0.0028228045149005674
2020-02-01,-0.01075481169410043,-0.007468729687913298,-0.022733665612673364,-0.002026344127491114,-0.008286805479436493,-0.0275272194506717,-0.013279400621010101,-0.014136928947598238
2020-02-02,-0.009175870717169772,0.005104024895622521,-0.02081926618276655,-0.006776630782000978,-0.0052824653365685795,-0.01590392811265333,0.00964934581160846,-0.009382388347091722
2020-02-03,0.0009235135605635478,0.012268925571967954,-0.0004428462001634803,0.009881678093356806,-0.003957112480409238,0.0071022317514399785,0.010311904343320221,0.013437021292898702
2020-02-04,-0.013170170749813592,-0.004190559325755604,-0.015523657129269279,-0.005653871751072121,-0.006133121661777213,-0.011684720989051803,-0.006885564080965933,-0.006165723799490563
2020-02-05,-0.006829377358379124,0.0009064701336104276,0.01414930913109594,0.011592148941638725,-0.009378757873573234,-0.00934189429574022,0.0042661074365492185,0.000478601115155267
2020-02-06,0.00010867261240854323,0.0025540982332087066,-0.009830920268567876,0.0007518518368391325,-0.00341659241708613,0.0021444992554161737,0.00012267066425878718,0.002070542044840665
2020-02-07,-0.008681183728590782,-7.784447199880051e-05,-0.006072711195198446,-0.009936794674331008,-0.008290461334140468,-0.014039010266651417,0.0030663980359598646,0.002753682695594488
2020-02-08,0.0011517699295233298,0.001687347888778814,0.006237497568091169,0.005387881069724662,-0.004393968652077859,-0.0042512233292544355,0.006794496176631304,0.0034764458864300586
2020-02-09,-0.006034471876799431,0.0010156610132370702,0.0008732142923473739,-0.002650688571993028,-0.011993909761347652,-0.018835512863377247,0.0007808634510647254,0.0007948121503416724
2020-02-10,-0.005345173042098923,-0.005628581829714393,0.002579829103277814,-0.01528501676594429,0.009007862208505387,-0.002023077607943206,-0.005011825269272363,-0.00013849753486103799
2020-02-11,-0.007289693436931536,-0.0024411158259997497,-0.0011759522514985308,-0.0018169515271600697,-0.013095614520000886,-0.005731621131511119,-0.004242413252240334,-0.0009444612129397065
2020-02-12,0.00859185711063319,0.005101241368356938,0.009009706844230369,0.0032297956563376203,0.004562385665954758,0.013846037401291438,0.0050939424440797874,0.005264003447746206
2020-02-13,0.003596692028321091,-0.007297677291176099,0.0042043329452833185,0.0018421829235345593,-0.002340834713492374,0.017502426846467318,-0.004474538601276333,-0.0029078417047088212
2020-02-14,-0.008845313483232559,0.0009276831115125815,-0.0106581368849911,0.0008215230996046336,-0.012791890708208499,-0.00612208770539472,-0.0013792533734761688,-0.0013751753294113387
2020-02-15,-0.0032533525090733505,-0.005531862167134269,0.006026588582639712,-0.006739949027958874,-0.007443306808688225,-0.012901697842878259,-0.008188774659243187,-0.005469718072110721
2020-02-16,-0.0004704384376041232,0.0025794008438781856,-0.0058404898836262025,0.007115525482749073,0.005923347249935014,-0.003810706460926098,-0.005625697737478894,0.008982617639160733
2020-02-17,-0.005579995321534187,0.0077841413247309865,-0.0030975187560614978,-0.0025460732162726255,-0.016870338410922163,-0.015010882724839683,0.014941059848183454,-0.002372271605675994
2020-02-18,0.005463169011249158,0.0005811535383541833,0.013908115401041971,0.0008042031386286087,0.01873249021257246,-8.506136016933386e-05,0.0025396622834894756,8.036164251619252e-06
2020-02-19,0.02346066258421622,-0.00015418613625702653,0.029580268494376404,-0.007242983106668535,-0.0015269407133818678,0.011288053651219564,0.004811620367334927,0.003741106927878511
2020-02-20,0.016922968085259272,0.00490590210906944,0.014986288999319669,0.007187565770374297,0.017913978307825124,0.02218373942548027,0.006551076298577982,0.0028803668891997955
2020-02-21,0.006812496726200625,0.003568289668337318,0.0011912847763244018,-0.00478886083648666,-0.012872838072924081,0.0011699298551222784,0.0024590341546074364,0.00262694737166707
2020-02-22,-0.005325552219902545,-0.0012386115819808332,-0.01632391334665672,0.004128233704922011,-0.014573586834834203,-0.030961601119431862,-0.0009601054602905164,0.00034206998758582764
2020-02-23,-0.010381338306913677,-0.004125213803753461,0.003490669086438702,-0.0064096060191681445,-0.0035710291982867315,-0.011634904478297754,-0.011002143648398834,-0.014629609792454677
2020-02-24,0.00022494283415739951,0.0030184787486943433,0.017145425536675668,0.006610933737297391,0.0011844693917096429,-0.008118728277638992,0.00644101378183801,-0.003181040168065363
2020-02-25,-0.0014644443169812764,-0.00452951221385215,-0.01255360384879832,-0.007995361326361757,-0.002304845377445701,0.0070482879155319865,-0.01022107794949312,-0.005894174165639474
2020-02-26,0.005605394176582193,0.005924883530224406,-0.0025209135948018346,-0.0007514565702557191,0.013793054329369553,0.009315637721161773,0.005738313422694718,0.0032689171682447754
2020-02-27,-0.001152955972211055,-0.00024015404236886725,-0.004937936009551604,0.017805289941823715,0.002494589112283104,0.0053730289954031195,-0.0009289553861307682,-0.0017437085837860857
2020-02-28,-0.00085830463625096,0.00797845424221859,0.0027693466296114235,-0.0031810577638817753,0.005172740919706951,-0.0002693999624914977,0.003820146850206726,0.0012439867833555862
2020-02-29,0.01654179845182056,0.0010158438561728308,0.034937321549883965,0.003671635749299376,0.004812825115105627,0.00870153970025634,-0.0003534391305977819,0.015543682784110573
2020-03-01,-0.00674228847331078,0.00011422936596047168,-0.007132591062662944,-0.00038429231180506994,0.009135346340119265,0.013489091781712498,-0.001374919288660743,-0.005375915877077434
2020-03-02,-0.017435459290254862,-0.006072308094411278,-0.01283577532467446,-0.015180019547144284,-0.011105983362458452,-0.02684307496583949,-0.007397518160653487,-0.0013445112048949693
2020-03-03,0.017435208247792815,-0.001991600711305332,0.007386829982386832,0.0141640743252843,0.005661814185216435,0.01706873124399401,-0.00240216307369082,-0.0034084356110066563
2020-03-04,0.0011530246343556287,0.0003171027988144448,0.005671456962084808,0.007355521602017515,0.005071435590239648,0.015596460205476878,0.00018970709480704246,0.0010289137276130662
2020-03-05,-0.00402892745723684,-0.0009289677313631006,-0.0021026251859977132,0.004200973165218995,0.012578442083595555,0.005481780722154506,0.0010958719532716563,0.0014809616084613124
2020-03-06,0.009838161041102689,-0.0006801400419279191,0.02613400755416583,-0.0011568108841566967,0.018864889982471992,0.02320132642452747,0.003150961341888344,-0.005552652267741018
2020-03-07,-0.0074801306795083625,0.00431228769518816,-0.004983472483534375,0.00909174658990604,-0.008082425438078336,0.0035136459613364286,0.009149487812850195,0.0008355010233278751
2020-03-08,0.0027448757209596647,0.0021587374693759417,0.01478544001747304,0.011324718774011155,0.006717116685923374,0.008955897880547644,0.0077006184268259845,0.007727045447804893
2020-03-09,0.018228939796857076,0.007731008485977425,0.029734592500064605,0.01553019978438687,0.025902604515145883,0.03154093313241413,0.008855770436355275,0.009769171058259916
2020-03-10,-0.010894753683154186,2.886443776178922e-05,-0.01097266219348025,-0.005950512143453047,-0.015249038261083305,-0.01314081731059708,-0.00035513018521374104,-0.0013663856554113245
2020-03-11,0.002030325698114713,-0.0011685731907212654,0.015678813621956448,-0.002054369259604646,-0.011756513241520819,-0.015211553900943978,-0.002670895279112649,-0.011304760087604553
2020-03-12,0.013994942358085842,0.007911781489114911,0.02292199862586582,0.0038261364377734394,0.02917583031427033,0.019334327077892823,-0.0004473476142341684,0.007532594150377801
2020-03-13,-0.00326747669359647,-0.012126919041232372,1.643611592386826e-06,-0.007277061182725328,0.004315749563899395,-0.0032379585851565495,-0.009962197568829378,-0.004430674040087059
2020-03-14,-0.00495030397043561,-0.0019433460022275258,0.0014108520707328512,0.004592514439121282,-0.005015117913505714,0.00043662132139841964,-0.004532622451502508,-0.0037424272589112527
2020-03-15,-0.005761785173475175,0.0014983248619165244,0.0013285357506368034,-0.001582603598365187,-0.00983849088816639,-0.007708163208150724,0.00617959387926587,-0.000394156847199495
2020-03-16,0.0005700981923111044,0.007214714198129593,-0.016420451298158133,-0.0004528130272257373,0.0029622227434592746,-0.016525942168009566,0.003972772987419212,0.002610997210296841
2020-03-17,0.01286495204866695,-0.00017591447381222196,0.038699368848911835,0.0013527246057715673,0.009939426428256681,0.01665755486605715,-0.003319831462284691,0.009143018094189478
2020-03-18,0.0023918291490569506,-0.0028240688821876627,0.004455105861662087,-0.007586687694470941,-0.004896600807818778,-0.0035662975988558507,-0.001297794222907203,0.006812494945372157
2020-03-19,-0.009114594003259119,-0.0066396562515010455,-0.0283996273938061,-0.0024314096073668684,-0.01158360877345457,-0.015430947056169054,-0.0018200071424410915,-0.009285531997751142
2020-03-20,0.001182402315556796,0.0005055108094598926,-0.0024406434461171325,0.01166128420186525,-0.002573768875058991,0.010224380690433892,-0.003379341496364381,-0.007194359429807761
2020-03-21,0.007900812864821473,-0.003934291111914587,0.015938818080199122,-0.0006411539366467014,-0.010382678834543873,0.005117794603637288,-0.0008455574904614614,-0.013849339785328424
2020-03-22,-0.0013426122337533452,0.004300701434275294,0.015910160471381406,-0.006777408349283152,0.0022809030940323,-0.007016717451917905,0.003874597756587003,0.01284320654978684
2020-03-23,-0.0015760166010477558,0.0022927544606582495,0.0013891569506728162,-0.0016969521480057824,-0.0012538135020796486,0.0019514722450080842,0.0023967354675593407,0.00031525124818418984
2020-03-24,0.01116138768311765,0.005747597276811552,0.005400258003244178,-0.015095011741246125,0.011367803772718583,0.011859484822721162,-0.0009662278342791894,0.006018143178136853
2020-03-25,0.009085720922226634,-0.004945525063375532,-0.005538460021574794,0.00010567124357297079,0.0007904697643163202,0.015263902124148578,-0.004836669635130088,0.002320461305678821
2020-03-26,-0.00485732444967105,0.002087264903796403,-0.020571262597295418,-0.004857311146389708,-6.0186705266627864e-05,-0.0021182993479348824,0.0022584482243148997,0.00020503822309003884
2020-03-27,-0.002646799676658492,-0.0019472216338922693,-0.00844051189203634,-0.013417820575091811,-0.0029521514430583978,-0.009466358828654532,-0.00439878805095666,-0.000937799232825471
2020-03-28,0.0007838824888359833,0.009638689108041366,-0.012251833019816728,0.003592646490761835,-0.0011000810795044253,-0.0024777557996750526,0.00880775906627304,0.004096624781833751
2020-03-29,0.02217267776644171,-0.0019127766748844588,0.015922289661028113,-0.012316690844520401,0.021409446724963824,0.021511563816566933,-0.004777367746112928,0.0011244313723982227
2020-03-30,0.006810849426700665,-7.978999168156554e-05,0.009973651906703917,-0.0025112076289720503,0.01042563501246341,0.002161735715623262,-0.0008538055525042585,-0.0004948856774474947
2020-03-31,-0.00754453177364727,-0.00101635460229181,-0.018685854330022903,0.003737328882282284,0.011070156347060416,0.004355358615279731,-0.0009448552280749501,0.0001427241284826181
2020-04-01,-0.004156459880111445,0.0020659368274845,0.006509744398058578,0.010327902889904872,0.003829379661385941,0.012390186194477354,0.004316587563172134,0.0060914241642465545
2020-04-02,-0.0025886669674870704,0.00387197796265346,0.009290400847278486,-0.015264214428460161,-0.004603293669988025,-0.009789313132845357,0.010258244893680254,0.0006084198434257422
2020-04-03,-0.010351658631707592,0.005144461169355069,-0.008557661763172908,0.0014195033584447944,-0.006033035389645754,0.00032982564964673843,0.006066739504149742,-0.002929846365010427
2020-04-04,0.011569453676058985,-0.005935406578029287,0.017512313972004437,-0.007568992675611638,0.02259836549908739,0.0030809188203114062,-0.006779463041931777,-0.005172188133346711
2020-04-05,0.004501806959625102,0.004965088497110052,0.018367485578183226,0.009204374845417862,0.002482648495807702,-0.0050196766039745395,0.013412140531699712,0.009565457406986356
2020-04-06,0.013279983096416734,0.0013791428750933867,0.022613833972991503,-0.000196595368935871,-0.005204774652645273,-0.0003354599573017054,-0.00669058254469878,0.00030022583482072263
2020-04-07,0.00039130228214269696,5.664606153522707e-05,0.010624794333533432,0.0024130789353745113,0.012643989168117717,0.009262314750782704,0.002272176220765828,0.003066979811363984
2020-04-08,-0.008867067890172858,-0.00132790582248783,0.00654157555731383,-0.00812613125238644,-0.0076793424364776505,-0.012828019265046897,0.0006118858566044206,-0.000940539070540173
2020-04-09,-0.00252162171015856,-0.0003465895180864569,-0.016242402236630704,0.00030217111537743694,0.010303694350961973,0.0013683032945543837,-0.0019359580387202518,0.0005782315945951205
2020-04-10,-0.009996297638655763,0.0017327848055039578,-0.014371630861230073,-0.0014859851696757836,-0.00973405901387971,-0.007149746330060519,0.0015846191007532063,4.2575937307326526e-05
2020-04-11,-0.013342576721664081,0.002138800788579753,-0.020745398938631088,0.006562085234894896,-0.008892403679499216,-0.013798219875901421,-0.005525880445028266,0.001119598296185013
2020-04-12,0.00416432526856298,-0.0015036974176119852,0.0010946865996970174,-0.011096770718067023,-0.0020114260539758505,-0.00823034331637893,-0.008134222439897915,0.005988802161946853
2020-04-13,0.008527010131025536,0.0045915177104065875,0.020984653006594595,-0.0028664128932607766,-0.006727034056994855,-0.002014495298233415,0.006127248017265869,-0.0025250971384085767
2020-04-14,0.0019816532927322715,0.0027171636439657604,0.011544390213429024,0.012758097130837745,0.01647008047053292,0.011812938969295337,-7.265346853497274e-05,0.006400250846405535
2020-04-15,0.003550206864431165,-0.010367844256259123,0.0021248548685007954,-0.0033987861964457746,0.0021310611779405612,0.0011409305947462194,-0.006967780715026008,-0.002847434193588351
2020-04-16,0.008668613206844577,0.001803798224394796,0.0009530969708906585,0.0031895431428777925,0.004773280628611862,0.015296254856836682,-0.0030180275828509333,0.006227765551384974
2020-04-17,0.0008994366026299362,-0.005995817902543822,0.016282855019872894,-0.0008148099986666881,0.011341400491063436,0.010562895649979743,-0.003415342379654489,0.0037805853892360266
2020-04-18,0.013373227542211872,0.004561893783552496,0.003461225812927433,0.0064571787978246675,0.009218695275396056,0.003737733220784605,2.4028964231337252e-05,0.0040630886080048395
2020-04-19,0.012298663525518548,0.0019518487361192079,0.011799733876571725,0.0003383015110429394,0.026003597485221824,0.015360180012006107,0.005965825791310005,0.006974944587254037
2020-04-20,-0.016344961180201158,-0.0031222661069830143,-0.039390685731369446,-0.00782238486634378,-0.015179036600419499,-0.03379404450621158,-0.008678746607281945,-0.002757590724746883
2020-04-21,0.0014882780143023557,-0.0029067534191833727,0.002385929505600238,-0.0033959854618391804,-0.007919651805567007,-0.018358298448763653,-0.00584155770442048,0.003678324192505639
2020-04-22,0.0015812290068333873,0.0012421113538941733,0.008368289091711226,0.005652938471813207,-0.00447006680195228,-0.0008660296072983413,0.006860131137429101,0.004213080692119745
2020-04-23,0.006846728571650317,-0.005268550456712535,-0.00873387416215039,-0.0007587942867361753,0.004776404181387495,-0.0027217973818781157,-0.00990815777253043,-0.0042466930498113835
2020-04-24,0.0022837881476942415,-0.005338593191543933,0.008516655920763217,-0.005469388560995707,-0.005852759724932394,-0.009870062759899304,-0.006901082675959435,-0.006537809434618024
2020-04-25,-0.017267129160947418,0.0003237448069575117,-0.015955175763959866,0.008428983963650764,-0.007517392664593344,-0.01025586675432112,0.0036257885892811486,-0.0023396397282910994
2020-04-26,-0.022879508571992082,-0.002130107619300878,-0.01878348674160174,-0.019085440404610077,-0.003921318199521333,-0.01681809779845987,-0.0014023630828267361,-0.004320315521144255
2020-04-27,0.014854250295202182,0.001498347108647616,0.016783022739022543,-0.0025479310776737947,0.0015785341385441789,0.014577722932612152,0.0007673352252982401,0.004318748211810583
2020-04-28,-0.01764871819593597,-0.0052757622213887145,-0.035142602331437504,-0.0007333025522347669,-0.014355167448244631,-0.01147717657912187,-0.005382584126328846,-0.006854399335980335
2020-04-29,0.015596746676916589,-0.0033453055907997752,0.026096603717443413,-0.0036233714793348923,0.012947000108469366,0.007343281729999641,-0.005821969126454959,0.0013536060555312634
2020-04-30,0.004494311015891881,-0.006846722950062242,-0.0006367689774171178,-0.009716531020894623,-0.007911137576463053,-0.015955209934627915,-0.003065621490713909,-0.004380663827300227
2020-05-01,-0.00494037541146641,0.007819164756903604,-0.006435102395988849,0.012461816337213017,0.003949828675194859,0.0052675323260364,0.004106567857164139,0.0014369644422667419
2020-05-02,0.0004820088145926926,0.0018620932721169524,-0.015418359202487221,0.012537285755132231,0.0225543480565258,0.014456132052355781,0.001086933084769645,7.474073807355608e-05
2020-05-03,-0.0010447050857268503,0.012605051612340034,-0.0035065151090687688,0.0018937656378188881,0.007116742718204536,-0.003751643641146522,0.009670893360849503,0.008664378007266606
2020-05-04,0.0029340884163288287,-0.0030595659631883717,-0.0032946079957232545,0.012739922590397197,0.0077722432601917265,0.004882428603566343,-0.004634110201855862,-0.00251210583605546
2020-05-05,-0.009109282503912646,-0.005877315698778467,-0.010227845961136666,-0.0037464502158020465,-0.020069223198496855,-0.0199187385602174,-0.00745306752803114,-0.002629824095796378
2020-05-06,-0.014066450839916802,0.002521611553251698,-0.009154055922846323,0.007221864993952925,-0.006303787689694897,-0.020958419998488378,0.0007438083346501973,0.008026417363666808
2020-05-07,0.002652695126636237,-0.0033695628255221185,0.006094606908308842,0.005664737500337105,0.01250439912924092,0.008782474979412857,0.00262064826127696,0.0025465292598696072
2020-05-08,-0.01836909108489151,-0.00033834504353524126,-0.015648791892413458,-0.006029759576398707,-0.016121275769018083,-0.023584736500156512,-0.0050705708214471845,-0.0075372383448305425
2020-05-09,-0.007752903651883452,-0.00529393042085286,0.0001195023966150191,-0.015240217341253743,0.002631892429632956,-0.005210751036663744,-0.0012123815209258246,-0.0029772886940761726
2020-05-10,-0.011390614608514059,0.005974670732302218,-0.022598395854680094,-0.004311368376246984,-0.01674730261567459,-0.023105201797340037,0.0016826440989895657,0.0031567795960119127
2020-05-11,-0.008970317116424794,-0.006468391405872514,-0.010254746319313326,-0.010563956879843472,-0.015459235724871815,-0.02255512885905084,-0.011040284103192136,-0.011247312153719945
2020-05-12,-0.009903859962710938,0.0013756290800669513,0.017245270173402657,-0.0007140763434472083,-0.005423763160581277,-0.0028684646760553296,-0.0038270817438265307,-0.0009734989422429497
2020-05-13,0.0021250103670877405,-0.001268732523932404,-0.007492641350184432,-0.00034313083107362813,0.016358147119468678,0.010577231917746718,-0.0010010003578054605,0.0008507070280438593
2020-05-14,-0.004104225642588043,0.005756949246644307,-0.006960460496098834,0.00046459625918318404,-0.0017245091302678878,0.005783652248423311,0.011369665964422196,0.012316891381423134
2020-05-15,0.003242945131278588,-0.00029599859037160827,0.0012938950920960274,-0.0028721560774289424,0.0172291685438927,-0.0003982739256067059,-0.0031097315502127258,0.005228185358405772
2020-05-16,0.0015997846677866816,0.0004272237407550109,0.003208240260574377,0.005099754009045649,0.004196230260436007,0.0029543793596859117,-0.0020629758282047893,0.0031386857768169016
2020-05-17,-0.01785406668716447,0.007435057182068833,-0.00514163861403065,0.011041235103028471,0.009910738979162545,0.0013850674481546543,0.008608159355146453,0.012994090519463748
2020-05-18,-0.0023022977300752,0.003703802309201063,-0.023141887190305004,0.0022631052855582464,-0.014380073615462325,-0.009396322863637023,0.005654391703454706,0.003363786639967
2020-05-19,-0.007448059141270131,-0.005454099860488452,-0.004070687026988065,0.00441232273097528,-0.005206402316003422,-0.01982601018424135,-0.006310845761242696,-0.0024665157466662695
2020-05-20,-0.01213769410358324,-0.002062060033183725,0.0007525566522593184,0.002230630596036079,-0.020109316918577435,-0.0189683930883414,-0.005624398467953861,-0.004948375114782134
2020-05-21,0.0033866460454898507,-0.002316602588379693,0.005321376632380174,0.005313031424916947,0.0034257038675329743,-0.00706543989859157,-0.0017868901017925906,3.1775882076798945e-05
2020-05-22,-0.0060268790777523885,0.0039802821234324335,-0.024467161406166425,-0.001957979449411566,-0.003955745725574533,-0.015590074973547025,0.00537431147203747,0.0038734397071940666
2020-05-23,-0.002449912234082238,0.0001488244156481451,0.0031829574270258094,0.01204656879173038,-0.001702634339946252,0.00769355858003147,-0.007446316482670226,-0.009069155160533452
2020-05-24,0.01344520915439535,0.011348441213482713,-0.0006765714046840869,0.0028602754425806954,0.01268350952505908,0.003166632544045214,0.0108613498140309,0.01620047066354668
2020-05-25,0.03489241434748316,-0.008885060667500194,0.04194472713687406,0.009063719367008397,0.007874583501042781,0.030818880577884497,-0.017540978534703777,0.00022984789179356367
2020-05-26,-0.0022104855049028247,0.00029281730115572087,0.0012839637316456238,-0.005320785201172028,-0.008036353996713175,-0.013843591188964452,0.000848319364809865,-0.003588618907602893
2020-05-27,0.019296972917998634,0.0025257969654916665,0.016901689069142096,0.01061921824723885,0.011698685300717573,0.027891019715869374,-0.006679084683277716,0.0037882055986754684
2020-05-28,0.005797862022720451,-0.002039757381640396,0.019698083413334705,0.002150296110028493,0.007393538897929307,0.013920242160067094,-0.008424470418645066,-0.004779813834023832
2020-05-29,0.00755066674662006,-0.007897016644271516,0.005085677656634341,-0.001274889929758131,0.009671532207197448,0.011250539880057706,-0.007901386958143531,-0.002715728827385832
2020-05-30,-0.0008247800706279989,0.0030491642117871096,-0.003822285092441603,0.00027250775909606396,0.00403642906397149,-0.0023426209566970433,0.002435455271738783,-0.0007843236534534138
2020-05-31,0.020005810059884145,-0.008641469699901191,0.02512486049196898,-0.0030664947450033705,0.003802343702211271,0.02039705870272669,-0.008040492484423784,-0.00534170728123775
2020-06-01,0.007571187748101787,-0.0025936260187551952,0.0070294524363475825,-0.011652159864191288,0.017291176925842727,0.007503759038789332,-0.003417218670044277,0.001861596243964526
2020-06-02,0.0109205910212839,0.00351793560606538,-0.0009011802130654537,0.006686133835893283,0.0021759622166291153,-0.0009521067211175217,-0.003236187093191574,-0.0001272430081543028
2020-06-03,0.0024268185731292128,-0.013756554480016447,0.020326370269647214,-0.009212995021947746,0.003413394993740068,-0.012128620350097446,-0.01584344786663161,-0.007538690599609841
2020-06-04,-0.0018598291880530028,0.0010840594766703326,0.004288397710459101,0.00251010321956532,-0.0001828768600284925,0.013899895163145227,0.00038088997100306016,-0.0015427377361175243
2020-06-05,-0.003184184961087312,0.008617394627629676,-0.014794894846330958,-0.005959051586215915,0.005507325425545538,0.0037219225762279563,0.0070884018786984675,0.009861709092250669
2020-06-06,-0.014359625496408414,-0.004221506460101174,-0.019052347585766065,-0.005915328898677328,-0.01606160749012128,-0.019988334423243447,-0.01024690325049452,-0.00623305468300115
2020-06-07,0.0008902686051534615,0.0025139737924662936,-0.01443392462451569,0.005337420750665799,-0.0021223326345904342,0.00699990140204236,0.0035816473166902286,0.00805822895913197
2020-06-08,0.010660597706319178,0.005897641110446006,0.017359184486349592,0.01621629685295465,0.013536351696827867,0.0036112717456641547,0.0031589998957530312,0.007619203614300235
2020-06-09,-0.004196638968417345,0.002479997285141463,0.0010006940041436814,-0.005240394221594148,0.004197418568769744,-0.0040788335586366695,0.010344417461921482,-0.003136142653303799
2020-06-10,0.009291778644779317,0.009150956565302714,-0.0012508645290847903,0.005362842571792792,0.0326155274222608,0.010789551130342271,0.009649169468329126,0.01198854233588169
